STOCK_CODE,STOCK_NAME,ISIN_CODE,LISTING_DATE,MARKET_TYPE,INDUSTRY_TYPE,CFI_CODE,NOTE
2379,瑞昱,TW0002379005,1998/10/26,上市,半導體業,ESVUFR,NA
2380,虹光,TW0002380003,1998/12/03,上市,電腦及週邊設備業,ESVUFR,NA
2382,廣達,TW0002382009,1999/01/08,上市,電腦及週邊設備業,ESVUFR,NA
2383,台光電,TW0002383007,1998/11/27,上市,電子零組件業,ESVUFR,NA
2384,NA,TW0002384005,1998/12/19,上市,光電業,ESVUFR,NA
2385,群光,TW0002385002,1999/01/05,上市,電腦及週邊設備業,ESVUFR,NA
2387,精元,TW0002387008,1999/01/25,上市,電腦及週邊設備業,ESVUFR,NA
2388,威盛,TW0002388006,1999/03/05,上市,半導體業,ESVUFR,NA
2390,云辰,TW0002390002,1999/06/15,上市,其他電子業,ESVUFR,NA
2392,正崴,TW0002392008,1999/09/20,上市,電子零組件業,ESVUFR,NA
2393,億光,TW0002393006,1999/11/04,上市,光電業,ESVUFR,NA
2395,研華,TW0002395001,1999/12/13,上市,電腦及週邊設備業,ESVUFR,NA
2397,友通,TW0002397007,2000/01/15,上市,電腦及週邊設備業,ESVUFR,NA
2399,映泰,TW0002399003,1999/12/16,上市,電腦及週邊設備業,ESVUFR,NA
2401,凌陽,TW0002401007,2000/01/27,上市,半導體業,ESVUFR,NA
2402,毅嘉,TW0002402005,2000/01/14,上市,通信網路業,ESVUFR,NA
2404,漢唐,TW0002404001,2000/03/14,上市,其他電子業,ESVUFR,NA
2405,浩鑫,TW0002405008,2000/03/17,上市,電腦及週邊設備業,ESVUFR,NA
2406,國碩,TW0002406006,2000/04/29,上市,光電業,ESVUFR,NA
2408,南亞科,TW0002408002,2000/08/17,上市,半導體業,ESVUFR,NA
2409,友達,TW0002409000,2000/09/08,上市,光電業,ESVUFR,NA
2412,中華電,TW0002412004,2000/10/27,上市,通信網路業,ESVUFR,NA
2413,環科,TW0002413002,2000/09/11,上市,電子零組件業,ESVUFR,NA
2414,精技,TW0002414000,2000/09/11,上市,電子通路業,ESVUFR,NA
2415,錩新,TW0002415007,2000/09/11,上市,電子零組件業,ESVUFR,NA
2417,圓剛,TW0002417003,2000/09/11,上市,電腦及週邊設備業,ESVUFR,NA
2419,仲琦,TW0002419009,2000/09/11,上市,通信網路業,ESVUFR,NA
2420,新巨,TW0002420007,2000/09/11,上市,電子零組件業,ESVUFR,NA
2421,建準,TW0002421005,2000/09/11,上市,電子零組件業,ESVUFR,NA
2423,固緯,TW0002423001,2000/09/11,上市,其他電子業,ESVUFR,NA
2424,隴華,TW0002424009,2000/09/11,上市,電腦及週邊設備業,ESVUFR,NA
2425,承啟,TW0002425006,2000/09/11,上市,半導體業,ESVUFR,NA
2426,鼎元,TW0002426004,2000/09/11,上市,光電業,ESVUFR,NA
2427,三商電,TW0002427002,2000/09/11,上市,資訊服務業,ESVUFR,NA
2428,興勤,TW0002428000,2000/09/11,上市,電子零組件業,ESVUFR,NA
2429,銘旺科,TW0002429008,2000/09/11,上市,電子零組件業,ESVUFR,NA
2430,燦坤,TW0002430006,2000/09/11,上市,電子通路業,ESVUFR,NA
2431,聯昌,TW0002431004,2000/09/11,上市,電子零組件業,ESVUFR,NA
2433,互盛電,TW0002433000,2000/09/11,上市,其他電子業,ESVUFR,NA
2434,統懋,TW0002434008,2000/09/11,上市,半導體業,ESVUFR,NA
2436,偉詮電,TW0002436003,2000/09/11,上市,半導體業,ESVUFR,NA
2437,NA,TW0002437001,2000/09/11,上市,電子零組件業,ESVUFR,NA
2438,翔耀,TW0002438009,2000/09/11,上市,電腦及週邊設備業,ESVUFR,NA
2439,美律,TW0002439007,2000/09/11,上市,通信網路業,ESVUFR,NA
2440,太空梭,TW0002440005,2000/11/10,上市,電子零組件業,ESVUFR,NA
2441,超豐,TW0002441003,2000/10/26,上市,半導體業,ESVUFR,NA
2442,新美齊,TW0002442001,2000/11/22,上市,電腦及週邊設備業,ESVUFR,NA
2443,億麗,TW0002443009,2001/01/03,上市,光電業,ESVUFR,NA
2444,兆勁,TW0002444007,2000/12/08,上市,通信網路業,ESVUFR,NA
2448,晶電,TW0002448008,2001/05/25,上市,光電業,ESVUFR,NA
2449,京元電子,TW0002449006,2001/05/09,上市,半導體業,ESVUFR,NA
2450,神腦,TW0002450004,2001/05/24,上市,通信網路業,ESVUFR,NA
2451,創見,TW0002451002,2001/05/03,上市,半導體業,ESVUFR,NA
2453,凌群,TW0002453008,2001/05/22,上市,資訊服務業,ESVUFR,NA
2454,聯發科,TW0002454006,2001/07/23,上市,半導體業,ESVUFR,NA
2455,全新,TW0002455003,2002/01/24,上市,通信網路業,ESVUFR,NA
2456,奇力新,TW0002456001,2001/09/26,上市,電子零組件業,ESVUFR,NA
2457,飛宏,TW0002457009,2001/09/17,上市,電子零組件業,ESVUFR,NA
2458,義隆,TW0002458007,2001/09/17,上市,半導體業,ESVUFR,NA
2459,敦吉,TW0002459005,2001/09/17,上市,電子通路業,ESVUFR,NA
2460,建通,TW0002460003,2001/09/17,上市,電子零組件業,ESVUFR,NA
2461,光群雷,TW0002461001,2001/09/17,上市,其他電子業,ESVUFR,NA
2462,良得電,TW0002462009,2001/09/17,上市,電子零組件業,ESVUFR,NA
2464,盟立,TW0002464005,2001/09/17,上市,其他電子業,ESVUFR,NA
2465,麗臺,TW0002465002,2001/09/17,上市,電腦及週邊設備業,ESVUFR,NA
2466,冠西電,TW0002466000,2001/09/17,上市,光電業,ESVUFR,NA
2467,志聖,TW0002467008,2001/09/17,上市,電子零組件業,ESVUFR,NA
2468,華經,TW0002468006,2001/09/17,上市,資訊服務業,ESVUFR,NA
2471,資通,TW0002471000,2001/09/17,上市,資訊服務業,ESVUFR,NA
2472,立隆電,TW0002472008,2001/09/17,上市,電子零組件業,ESVUFR,NA
2473,NA,TW0002473006,2001/09/17,上市,半導體業,ESVUFR,NA
2474,可成,TW0002474004,2001/09/17,上市,電腦及週邊設備業,ESVUFR,NA
2475,NA,TW0002475001,2001/09/17,上市,光電業,ESVUFR,NA
2476,鉅祥,TW0002476009,2001/09/17,上市,電子零組件業,ESVUFR,NA
2477,美隆電,TW0002477007,2001/09/17,上市,其他電子業,ESVUFR,NA
2478,大毅,TW0002478005,2001/09/17,上市,電子零組件業,ESVUFR,NA
2480,敦陽科,TW0002480001,2001/09/17,上市,資訊服務業,ESVUFR,NA
2481,強茂,TW0002481009,2001/09/17,上市,半導體業,ESVUFR,NA
2482,連宇,TW0002482007,2001/09/17,上市,其他電子業,ESVUFR,NA
2483,百容,TW0002483005,2001/09/17,上市,電子零組件業,ESVUFR,NA
2484,希華,TW0002484003,2001/09/17,上市,電子零組件業,ESVUFR,NA
2485,兆赫,TW0002485000,2001/09/17,上市,通信網路業,ESVUFR,NA
2486,一詮,TW0002486008,2001/09/17,上市,光電業,ESVUFR,NA
2488,漢平,TW0002488004,2001/09/17,上市,其他電子業,ESVUFR,NA
2489,瑞軒,TW0002489002,2001/09/17,上市,光電業,ESVUFR,NA
2491,吉祥全,TW0002491008,2001/09/17,上市,光電業,ESVUFR,NA
2492,華新科,TW0002492006,2001/09/17,上市,電子零組件業,ESVUFR,NA
2493,揚博,TW0002493004,2002/01/23,上市,電子零組件業,ESVUFR,NA
2495,普安,TW0002495009,2002/03/25,上市,其他電子業,ESVUFR,NA
2496,卓越,TW0002496007,2002/03/08,上市,通信網路業,ESVUFR,NA
2497,怡利電,TW0002497005,2002/02/04,上市,其他電子業,ESVUFR,NA
2498,宏達電,TW0002498003,2002/03/26,上市,通信網路業,ESVUFR,NA
2499,東貝,TW0002499001,2002/02/19,上市,光電業,ESVUFR,NA
2501,國建,TW0002501004,1965/03/05,上市,建材營造,ESVUFR,NA
2504,國產,TW0002504008,1978/03/14,上市,建材營造,ESVUFR,NA
2505,國揚,TW0002505005,1979/11/14,上市,建材營造,ESVUFR,NA
2506,太設,TW0002506003,1980/02/02,上市,建材營造,ESVUFR,NA
2509,全坤建,TW0002509007,1988/07/28,上市,建材營造,ESVUFR,NA
2511,太子,TW0002511003,1991/04/24,上市,建材營造,ESVUFR,NA
2514,龍邦,TW0002514007,1992/09/26,上市,其他,ESVUFR,NA
2515,中工,TW0002515004,1993/03/02,上市,建材營造,ESVUFR,NA
2516,新建,TW0002516002,1993/05/25,上市,建材營造,ESVUFR,NA
2520,冠德,TW0002520004,1993/10/27,上市,建材營造,ESVUFR,NA
2524,京城,TW0002524006,1994/10/18,上市,建材營造,ESVUFR,NA
2527,宏璟,TW0002527009,1995/03/06,上市,建材營造,ESVUFR,NA
2528,皇普,TW0002528007,1995/03/10,上市,建材營造,ESVUFR,NA
2530,華建,TW0002530003,1995/10/12,上市,建材營造,ESVUFR,NA
2534,宏盛,TW0002534005,1996/02/12,上市,建材營造,ESVUFR,NA
2535,達欣工,TW0002535002,1996/03/11,上市,建材營造,ESVUFR,NA
2536,宏普,TW0002536000,1996/03/14,上市,建材營造,ESVUFR,NA
2537,聯上發,TW0002537008,1996/09/03,上市,建材營造,ESVUFR,NA
2538,基泰,TW0002538006,1996/11/01,上市,建材營造,ESVUFR,NA
2539,櫻花建,TW0002539004,1997/07/16,上市,建材營造,ESVUFR,NA
2540,愛山林,TW0002540002,1989/12/26,上市,建材營造,ESVUFR,NA
2542,興富發,TW0002542008,1999/05/03,上市,建材營造,ESVUFR,NA
2543,皇昌,TW0002543006,1999/10/15,上市,建材營造,ESVUFR,NA
2545,皇翔,TW0002545001,2000/09/11,上市,建材營造,ESVUFR,NA
2546,根基,TW0002546009,2000/09/11,上市,建材營造,ESVUFR,NA
2547,日勝生,TW0002547007,2000/12/22,上市,建材營造,ESVUFR,NA
2548,華固,TW0002548005,2002/08/26,上市,建材營造,ESVUFR,NA
2597,潤弘,TW0002597002,2010/03/26,上市,建材營造,ESVUFR,NA
2601,益航,TW0002601002,1965/11/04,上市,航運業,ESVUFR,NA
2603,長榮,TW0002603008,1987/09/21,上市,航運業,ESVUFR,NA
2605,新興,TW0002605003,1989/12/08,上市,航運業,ESVUFR,NA
2606,裕民,TW0002606001,1990/12/08,上市,航運業,ESVUFR,NA
2607,榮運,TW0002607009,1990/12/14,上市,航運業,ESVUFR,NA
2608,嘉里大榮,TW0002608007,1990/12/20,上市,航運業,ESVUFR,NA
2609,陽明,TW0002609005,1992/04/20,上市,航運業,ESVUFR,NA
2610,華航,TW0002610003,1993/02/26,上市,航運業,ESVUFR,NA
2611,志信,TW0002611001,1993/10/28,上市,航運業,ESVUFR,NA
2612,中航,TW0002612009,1994/10/20,上市,航運業,ESVUFR,NA
2613,中櫃,TW0002613007,1995/01/20,上市,航運業,ESVUFR,NA
2614,東森,TW0002614005,1995/09/23,上市,航運業,ESVUFR,NA
2615,萬海,TW0002615002,1996/05/16,上市,航運業,ESVUFR,NA
2616,山隆,TW0002616000,1997/11/08,上市,油電燃氣業,ESVUFR,NA
2617,台航,TW0002617008,1998/06/24,上市,航運業,ESVUFR,NA
2618,長榮航,TW0002618006,2001/09/17,上市,航運業,ESVUFR,NA
2630,亞航,NA,NA,NA,NA,NA,NA
2633,台灣高鐵,NA,NA,NA,NA,NA,NA
2634,漢翔,NA,NA,NA,NA,NA,NA
2636,台驊投控,NA,NA,NA,NA,NA,NA
2637,慧洋-KY,KYG9721M1033,2010/12/01,上市,航運業,ESVUFR,NA
2642,宅配通,NA,NA,NA,NA,NA,NA
2701,萬企,TW0002701000,1965/03/22,上市,觀光事業,ESVUFR,NA
2702,華園,TW0002702008,1965/06/01,上市,觀光事業,ESVUFR,NA
2704,國賓,TW0002704004,1982/11/10,上市,觀光事業,ESVUFR,NA
2705,六福,TW0002705001,1988/12/24,上市,觀光事業,ESVUFR,NA
2706,第一店,TW0002706009,1991/06/25,上市,觀光事業,ESVUFR,NA
2707,晶華,TW0002707007,1998/03/09,上市,觀光事業,ESVUFR,NA
2712,遠雄來,NA,NA,NA,NA,NA,NA
2722,夏都,TW0002722006,2012/03/14,上市,觀光事業,ESVUFR,NA
2723,美食-KY,KYG4002A1004,2010/11/22,上市,觀光事業,ESVUFR,NA
2727,王品,TW0002727005,2012/03/06,上市,觀光事業,ESVUFR,NA
2731,雄獅,NA,NA,NA,NA,NA,NA
2739,寒舍,NA,NA,NA,NA,NA,NA
2748,雲品,NA,NA,NA,NA,NA,NA
2801,彰銀,TW0002801008,1962/02/09,上市,金融保險,ESVUFR,NA
2809,京城銀,TW0002809001,1983/07/20,上市,金融保險,ESVUFR,NA
2812,台中銀,TW0002812005,1984/05/15,上市,金融保險,ESVUFR,NA
2816,旺旺保,TW0002816006,1992/05/05,上市,金融保險,ESVUFR,NA
2820,華票,TW0002820008,1994/10/26,上市,金融保險,ESVUFR,NA
2823,中壽,TW0002823002,1995/02/08,上市,金融保險,ESVUFR,NA
2832,台產,TW0002832003,1997/09/30,上市,金融保險,ESVUFR,NA
2833,NA,TW0002833001,1997/10/13,上市,金融保險,ESVUFR,NA
2834,臺企銀,TW0002834009,1998/01/03,上市,金融保險,ESVUFR,NA
2836,高雄銀,TW0002836004,1998/05/18,上市,金融保險,ESVUFR,NA
2837,NA,TW0002837002,1998/06/29,上市,金融保險,ESVUFR,NA
2838,聯邦銀,TW0002838000,1998/06/29,上市,金融保險,ESVUFR,NA
2841,台開,TW0002841004,1999/01/08,上市,建材營造,ESVUFR,NA
2845,遠東銀,TW0002845005,1998/11/27,上市,金融保險,ESVUFR,NA
2847,NA,TW0002847001,1999/02/04,上市,金融保險,ESVUFR,NA
2849,安泰銀,TW0002849007,1999/09/27,上市,金融保險,ESVUFR,NA
2850,新產,TW0002850005,2000/05/22,上市,金融保險,ESVUFR,NA
2851,中再保,TW0002851003,2000/07/06,上市,金融保險,ESVUFR,NA
2852,第一保,TW0002852001,2000/11/28,上市,金融保險,ESVUFR,NA
2855,統一證,TW0002855004,2002/09/16,上市,金融保險,ESVUFR,NA
2856,NA,TW0002856002,2002/09/16,上市,金融保險,ESVUFR,NA
2867,三商壽,NA,NA,NA,NA,NA,NA
2880,華南金,TW0002880002,2001/12/19,上市,金融保險,ESVUFR,NA
2881,富邦金,TW0002881000,2001/12/19,上市,金融保險,ESVUFR,NA
2882,國泰金,TW0002882008,2001/12/31,上市,金融保險,ESVUFR,NA
2883,開發金,TW0002883006,2001/12/28,上市,金融保險,ESVUFR,NA
2884,玉山金,TW0002884004,2002/01/28,上市,金融保險,ESVUFR,NA
2885,元大金,TW0002885001,2002/02/04,上市,金融保險,ESVUFR,NA
2886,兆豐金,TW0002886009,2002/02/04,上市,金融保險,ESVUFR,NA
2887,台新金,TW0002887007,2002/02/18,上市,金融保險,ESVUFR,NA
2887E,台新戊特,NA,NA,NA,NA,NA,NA
2887F,台新戊特二,NA,NA,NA,NA,NA,NA
2888,新光金,TW0002888005,2002/02/19,上市,金融保險,ESVUFR,NA
2889,國票金,TW0002889003,2002/03/26,上市,金融保險,ESVUFR,NA
2890,永豐金,TW0002890001,2002/05/09,上市,金融保險,ESVUFR,NA
2891,中信金,TW0002891009,2002/05/17,上市,金融保險,ESVUFR,NA
2891C,中信金丙特,NA,NA,NA,NA,NA,NA
2892,第一金,TW0002892007,2003/01/02,上市,金融保險,ESVUFR,NA
2897,王道銀行,NA,NA,NA,NA,NA,NA
2901,欣欣,TW0002901006,1976/05/07,上市,貿易百貨,ESVUFR,NA
2903,遠百,TW0002903002,1978/10/11,上市,貿易百貨,ESVUFR,NA
2904,匯僑,TW0002904000,1983/01/05,上市,其他,ESVUFR,NA
2905,三商,TW0002905007,1988/09/19,上市,貿易百貨,ESVUFR,NA
2906,高林,TW0002906005,1989/12/26,上市,貿易百貨,ESVUFR,NA
2908,特力,TW0002908001,1993/02/18,上市,貿易百貨,ESVUFR,NA
2910,統領,TW0002910007,1996/12/30,上市,貿易百貨,ESVUFR,NA
2911,麗嬰房,TW0002911005,1997/01/18,上市,貿易百貨,ESVUFR,NA
2912,統一超,TW0002912003,1997/08/22,上市,貿易百貨,ESVUFR,NA
2913,農林,TW0002913001,1962/02/09,上市,貿易百貨,ESVUFR,NA
2915,潤泰全,TW0002915006,1977/07/20,上市,貿易百貨,ESVUFR,NA
2923,鼎固-KY,NA,NA,NA,NA,NA,NA
2929,淘帝-KY,NA,NA,NA,NA,NA,NA
2936,客思達-KY,NA,NA,NA,NA,NA,NA
2939,凱羿-KY,NA,NA,NA,NA,NA,NA
3002,歐格,TW0003002002,2002/01/23,上市,電腦及週邊設備業,ESVUFR,NA
3003,健和興,TW0003003000,2002/02/19,上市,電子零組件業,ESVUFR,NA
3004,豐達科,TW0003004008,2002/02/25,上市,鋼鐵工業,ESVUFR,NA
3005,神基,TW0003005005,2002/02/25,上市,電腦及週邊設備業,ESVUFR,NA
3006,晶豪科,TW0003006003,2002/03/04,上市,半導體業,ESVUFR,NA
3008,大立光,TW0003008009,2002/03/11,上市,光電業,ESVUFR,NA
3010,華立,TW0003010005,2002/07/22,上市,電子通路業,ESVUFR,NA
3011,今皓,TW0003011003,2002/07/22,上市,電子零組件業,ESVUFR,NA
3013,晟銘電,TW0003013009,2002/09/16,上市,電腦及週邊設備業,ESVUFR,NA
3014,聯陽,TW0003014007,2002/10/29,上市,半導體業,ESVUFR,NA
3015,全漢,TW0003015004,2002/10/16,上市,電子零組件業,ESVUFR,NA
3016,嘉晶,TW0003016002,2002/12/24,上市,半導體業,ESVUFR,NA
3017,奇鋐,TW0003017000,2002/09/27,上市,電腦及週邊設備業,ESVUFR,NA
3018,同開,TW0003018008,2002/08/26,上市,其他電子業,ESVUFR,NA
3019,亞光,TW0003019006,2002/08/26,上市,光電業,ESVUFR,NA
3021,鴻名,TW0003021002,2002/08/26,上市,資訊服務業,ESVUFR,NA
3022,威強電,TW0003022000,2002/08/26,上市,電腦及週邊設備業,ESVUFR,NA
3023,信邦,TW0003023008,2002/08/26,上市,電子零組件業,ESVUFR,NA
3024,憶聲,TW0003024006,2002/08/26,上市,光電業,ESVUFR,NA
3025,星通,TW0003025003,2002/08/26,上市,通信網路業,ESVUFR,NA
3026,禾伸堂,TW0003026001,2002/08/26,上市,電子零組件業,ESVUFR,NA
3027,盛達,TW0003027009,2002/08/26,上市,通信網路業,ESVUFR,NA
3028,增你強,TW0003028007,2002/08/26,上市,電子通路業,ESVUFR,NA
3029,零壹,TW0003029005,2002/08/26,上市,資訊服務業,ESVUFR,NA
3030,德律,TW0003030003,2002/10/29,上市,其他電子業,ESVUFR,NA
3031,佰鴻,TW0003031001,2002/08/26,上市,光電業,ESVUFR,NA
3032,偉訓,TW0003032009,2002/08/26,上市,電子零組件業,ESVUFR,NA
3033,威健,TW0003033007,2002/08/26,上市,電子通路業,ESVUFR,NA
3034,聯詠,TW0003034005,2002/08/26,上市,半導體業,ESVUFR,NA
3035,智原,TW0003035002,2002/08/26,上市,半導體業,ESVUFR,NA
3036,文曄,TW0003036000,2002/08/26,上市,電子通路業,ESVUFR,NA
3037,欣興,TW0003037008,2002/08/26,上市,電子零組件業,ESVUFR,NA
3038,全台,TW0003038006,2002/08/26,上市,光電業,ESVUFR,NA
3040,遠見,TW0003040002,2002/08/26,上市,電子通路業,ESVUFR,NA
3041,揚智,TW0003041000,2002/08/26,上市,半導體業,ESVUFR,NA
3042,晶技,TW0003042008,2002/08/26,上市,電子零組件業,ESVUFR,NA
3043,科風,TW0003043006,2002/08/26,上市,其他電子業,ESVUFR,NA
3044,健鼎,TW0003044004,2002/08/26,上市,電子零組件業,ESVUFR,NA
3045,台灣大,TW0003045001,2002/08/26,上市,通信網路業,ESVUFR,NA
3046,建碁,TW0003046009,2002/08/26,上市,電腦及週邊設備業,ESVUFR,NA
3047,訊舟,TW0003047007,2002/08/26,上市,通信網路業,ESVUFR,NA
3048,益登,TW0003048005,2002/10/01,上市,電子通路業,ESVUFR,NA
3049,和鑫,TW0003049003,2002/09/27,上市,光電業,ESVUFR,NA
3050,鈺德,TW0003050001,2002/10/29,上市,光電業,ESVUFR,NA
3051,力特,TW0003051009,2002/10/29,上市,光電業,ESVUFR,NA
3052,夆典,TW0003052007,1995/11/25,上市,其他電子業,ESVUFR,NA
3054,立萬利,TW0003054003,2002/11/18,上市,半導體業,ESVUFR,NA
3055,蔚華科,TW0003055000,2002/12/12,上市,電子通路業,ESVUFR,NA
3056,總太,TW0003056008,2011/09/14,上市,建材營造,ESVUFR,NA
3057,喬鼎,TW0003057006,2002/12/18,上市,電腦及週邊設備業,ESVUFR,NA
3058,立德,TW0003058004,2002/12/09,上市,電子零組件業,ESVUFR,NA
3059,華晶科,TW0003059002,2002/12/24,上市,光電業,ESVUFR,NA
3060,銘異,TW0003060000,2003/04/21,上市,電腦及週邊設備業,ESVUFR,NA
3061,NA,TW0003061008,2003/04/11,上市,光電業,ESVUFR,NA
3062,建漢,TW0003062006,2003/07/28,上市,通信網路業,ESVUFR,NA
3080,NA,TW0003080008,2008/06/02,上市,光電業,ESVUFR,NA
3090,日電貿,TW0003090007,2007/12/31,上市,電子零組件業,ESVUFR,NA
3094,聯傑,TW0003094009,2007/08/06,上市,半導體業,ESVUFR,NA
3130,一零四,TW0003130001,2006/02/17,上市,資訊服務業,ESVUFR,NA
3149,正達,TW0003149001,2011/11/23,上市,光電業,ESVUFR,NA
3164,景岳,TW0003164000,2010/03/22,上市,生技醫療業,ESVUFR,NA
3167,大量,NA,NA,NA,NA,NA,NA
3189,景碩,TW0003189007,2004/11/01,上市,半導體業,ESVUFR,NA
3209,全科,TW0003209003,2008/11/26,上市,電子通路業,ESVUFR,NA
3229,晟鈦,TW0003229001,2009/12/31,上市,電子零組件業,ESVUFR,NA
3231,緯創,TW0003231007,2003/08/19,上市,電腦及週邊設備業,ESVUFR,NA
3257,虹冠電,TW0003257002,2011/03/21,上市,半導體業,ESVUFR,NA
3266,昇陽,NA,NA,NA,NA,NA,NA
3296,勝德,TW0003296000,2007/12/31,上市,電子零組件業,ESVUFR,NA
3305,昇貿,TW0003305009,2008/07/10,上市,其他電子業,ESVUFR,NA
3308,聯德,TW0003308003,2008/03/12,上市,電子零組件業,ESVUFR,NA
3311,閎暉,TW0003311007,2004/03/08,上市,通信網路業,ESVUFR,NA
3312,弘憶股,TW0003312005,2010/12/29,上市,電子通路業,ESVUFR,NA
3315,NA,TW0003315008,2006/10/26,上市,電子通路業,ESVUFR,NA
3321,同泰,NA,NA,NA,NA,NA,NA
3338,泰碩,NA,NA,NA,NA,NA,NA
3346,麗清,NA,NA,NA,NA,NA,NA
3356,奇偶,TW0003356002,2005/03/28,上市,光電業,ESVUFR,NA
3376,新日興,TW0003376000,2007/12/31,上市,電子零組件業,ESVUFR,NA
3380,明泰,TW0003380002,2004/12/20,上市,通信網路業,ESVUFR,NA
3383,新世紀,TW0003383006,2007/12/10,上市,光電業,ESVUFR,NA
3406,玉晶光,TW0003406005,2005/12/20,上市,光電業,ESVUFR,NA
3413,京鼎,NA,NA,NA,NA,NA,NA
3416,融程電,NA,NA,NA,NA,NA,NA
3419,譁裕,TW0003419008,2008/01/21,上市,通信網路業,ESVUFR,NA
3432,台端,TW0003432001,2010/12/30,上市,電子零組件業,ESVUFR,NA
3437,榮創,NA,NA,NA,NA,NA,NA
3443,創意,TW0003443008,2006/11/03,上市,半導體業,ESVUFR,NA
3450,聯鈞,TW0003450003,2006/04/12,上市,其他電子業,ESVUFR,NA
3454,晶睿,TW0003454005,2011/07/22,上市,光電業,ESVUFR,NA
3474,NA,TW0003474003,2006/03/17,上市,半導體業,ESVUFR,NA
3481,群創,TW0003481008,2006/10/24,上市,光電業,ESVUFR,NA
3494,誠研,TW0003494001,2007/12/13,上市,電腦及週邊設備業,ESVUFR,NA
3501,維熹,TW0003501003,2007/09/20,上市,電子零組件業,ESVUFR,NA
3504,揚明光,TW0003504007,2007/01/26,上市,光電業,ESVUFR,NA
3514,NA,TW0003514006,2007/11/02,上市,光電業,ESVUFR,NA
3515,華擎,TW0003515003,2007/11/08,上市,電腦及週邊設備業,ESVUFR,NA
3518,柏騰,TW0003518007,2007/11/28,上市,其他電子業,ESVUFR,NA
3519,NA,TW0003519005,2008/01/25,上市,半導體業,ESVUFR,NA
3528,安馳,NA,NA,NA,NA,NA,NA
3530,晶相光,NA,NA,NA,NA,NA,NA
3532,台勝科,TW0003532008,2007/12/10,上市,半導體業,ESVUFR,NA
3533,嘉澤,TW0003533006,2007/12/10,上市,電子零組件業,ESVUFR,NA
3535,晶彩科,TW0003535001,2008/01/31,上市,光電業,ESVUFR,NA
3536,誠創,TW0003536009,2008/04/30,上市,光電業,ESVUFR,NA
3545,敦泰,TW0003545000,2007/07/03,上市,半導體業,ESVUFR,NA
